,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order,fixation
4,p10_1,5,2.0,3.0,39,5,1153,284,2688,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,366.1,166.4,10000.0,4910485,0.0,0.3,1.0,TARGET_1,p10,1,4911638,0,7651,2,1.0,target
6,p10_1,5,2.0,3.0,39,7,1699,139,2855,DISTRACTOR,26.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,5.0,1.0,1.0,340.7,169.8,10000.0,4910485,0.0,0.74,1.0,TARGET_1,p10,1,4912184,1,7653,2,,target
24,p10_1,5,2.0,3.0,39,25,6287,439,2634,DISTRACTOR,14.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,676.4,543.8,10000.0,4910485,0.0,0.6,3.0,TARGET_3,p10,1,4916772,0,7671,2,2.0,target
26,p10_1,5,2.0,3.0,39,27,6942,128,2475,DISTRACTOR,10.0,3.0,TARGET_3,1.0,,2.0,2.0,25.0,1.0,1.0,690.6,536.3,10000.0,4910485,0.0,0.98,3.0,TARGET_3,p10,1,4917427,1,7673,2,,target
80,p10_1,7,2.0,3.0,38,4,1220,160,2375,DISTRACTOR,18.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,748.7,178.0,10000.0,4957479,0.0,0.92,3.0,TARGET_3,p10,1,4958699,0,7727,2,1.0,target
97,p10_1,7,2.0,3.0,38,21,5151,247,2287,,51.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,359.8,524.9,10000.0,4957479,0.0,0.32,2.0,TARGET_2,p10,1,4962630,0,7744,2,2.0,target
140,p10_1,8,2.0,2.0,36,26,6842,161,2200,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,250.1,536.5,10000.0,4981140,0.0,0.29,2.0,TARGET_2,p10,1,4987982,0,7787,1,1.0,target
158,p10_1,9,2.0,1.0,39,8,2045,268,3382,DISTRACTOR,8.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,3.0,573.9,105.4,10000.0,5007223,1.0,1.01,1.0,TARGET_1,p10,1,5009268,0,7805,1,,target
243,p10_1,11,2.0,2.0,37,13,3315,174,2562,DISTRACTOR,18.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,588.9,294.6,10000.0,5056362,1.0,0.45,2.0,TARGET_2,p10,1,5059677,0,7890,2,1.0,target
354,p10_1,14,2.0,2.0,38,7,2128,200,2990,DISTRACTOR,21.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,237.9,171.3,10000.0,5132079,1.0,0.17,2.0,TARGET_2,p10,1,5134207,0,8001,2,1.0,target
487,p10_1,17,2.0,1.0,35,25,6818,315,2183,DISTRACTOR,7.0,1.0,TARGET_1,,,2.0,2.0,6.0,1.0,1.0,677.9,139.1,10000.0,5203921,1.0,1.04,1.0,TARGET_1,p10,1,5210739,1,8134,1,,target
511,p10_1,18,2.0,3.0,37,14,3476,218,2240,DISTRACTOR,5.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,665.4,296.4,10000.0,5227816,0.0,0.14,2.0,TARGET_2,p10,1,5231292,0,8158,1,1.0,target
547,p10_1,19,2.0,3.0,38,13,3430,346,2763,DISTRACTOR,17.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,499.4,171.3,10000.0,5252282,0.0,0.6,3.0,TARGET_3,p10,1,5255712,0,8194,2,1.0,target
554,p10_1,19,2.0,3.0,38,20,5273,171,2106,DISTRACTOR,5.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,455.7,481.6,10000.0,5252282,0.0,0.94,1.0,TARGET_1,p10,1,5257555,0,8201,2,2.0,target
629,p10_1,21,2.0,3.0,37,19,4830,325,2264,,,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,810.2,599.3,10000.0,5299533,1.0,0.98,1.0,TARGET_1,p10,1,5304363,0,8276,3,1.0,target
631,p10_1,21,2.0,3.0,37,21,5450,408,2168,,95.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,19.0,1.0,1.0,806.6,597.7,10000.0,5299533,1.0,0.85,1.0,TARGET_1,p10,1,5304983,1,8278,3,,target
635,p10_1,21,2.0,3.0,37,25,6558,377,2356,DISTRACTOR,14.0,2.0,TARGET_2,1.0,,2.0,2.0,3.0,1.0,1.0,622.3,245.6,10000.0,5299533,1.0,0.8,2.0,TARGET_2,p10,1,5306091,1,8282,3,,target
673,p10_1,22,2.0,1.0,38,26,6878,310,2227,DISTRACTOR,18.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,358.1,611.3,10000.0,5323020,1.0,0.62,1.0,TARGET_1,p10,1,5329898,0,8320,1,,target
738,p10_1,24,3.0,2.0,33,12,2903,561,2907,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,476.9,241.6,10000.0,5429250,1.0,0.32,1.0,TARGET_1,p10,1,5432153,0,8385,2,1.0,target
741,p10_1,24,3.0,2.0,33,15,4186,253,2729,DISTRACTOR,14.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,713.0,298.1,10000.0,5429250,1.0,0.34,2.0,TARGET_2,p10,1,5433436,0,8388,2,2.0,target
812,p10_1,26,3.0,2.0,37,18,4769,362,1826,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,624.5,475.1,10000.0,5478292,1.0,0.77,1.0,TARGET_1,p10,1,5483061,0,8459,2,1.0,target
817,p10_1,26,3.0,2.0,37,23,6096,368,1792,,52.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,315.5,532.05,10000.0,5478292,1.0,0.47,2.0,TARGET_2,p10,1,5484388,0,8464,2,2.0,target
845,p10_1,27,3.0,2.0,38,14,3299,426,2121,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,431.2,411.5,10000.0,5502681,0.0,0.33,2.0,TARGET_2,p10,1,5505980,0,8492,1,1.0,target
942,p10_1,30,3.0,3.0,37,6,1114,157,1827,DISTRACTOR,30.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,253.1,125.8,10000.0,5577648,1.0,0.56,3.0,TARGET_3,p10,1,5578762,0,8589,3,1.0,target
950,p10_1,30,3.0,3.0,37,14,3591,160,1994,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,520.6,234.0,10000.0,5577648,1.0,0.74,2.0,TARGET_2,p10,1,5581239,0,8597,3,2.0,target
952,p10_1,30,3.0,3.0,37,16,3919,276,2005,DISTRACTOR,24.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,14.0,1.0,1.0,561.6,217.5,10000.0,5577648,1.0,0.89,2.0,TARGET_2,p10,1,5581567,1,8599,3,,target
1029,p10_1,32,3.0,3.0,41,19,4671,159,1632,,,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,370.4,342.2,10000.0,5634732,1.0,0.51,2.0,TARGET_2,p10,1,5639403,0,8676,3,1.0,target
1032,p10_1,32,3.0,3.0,41,22,5291,282,1767,DISTRACTOR,12.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,661.8,119.7,10000.0,5634732,1.0,0.2,3.0,TARGET_3,p10,1,5640023,0,8679,3,2.0,target
1070,p10_1,33,3.0,2.0,38,19,4569,352,1861,DISTRACTOR,11.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,250.5,466.0,10000.0,5658934,1.0,0.4,2.0,TARGET_2,p10,1,5663503,0,8717,2,1.0,target
1077,p10_1,33,3.0,2.0,38,26,6461,521,1899,DISTRACTOR,3.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,662.5,588.55,10000.0,5658934,1.0,0.19,1.0,TARGET_1,p10,1,5665395,0,8724,2,2.0,target
1113,p10_1,34,3.0,1.0,38,24,6502,171,1680,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,392.6,470.0,10000.0,5683226,0.0,1.02,1.0,TARGET_1,p10,1,5689728,0,8760,1,,target
1145,p10_1,35,3.0,1.0,39,18,4479,205,1940,DISTRACTOR,4.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,594.3,467.8,10000.0,5710789,1.0,0.34,1.0,TARGET_1,p10,1,5715268,0,8792,1,,target
1147,p10_1,35,3.0,1.0,39,20,4895,224,2110,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,18.0,1.0,1.0,608.2,472.2,10000.0,5710789,1.0,0.22,1.0,TARGET_1,p10,1,5715684,1,8794,1,,target
1261,p10_1,38,3.0,1.0,36,12,3240,227,2333,DISTRACTOR,18.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,291.8,294.3,10000.0,5781699,1.0,0.35,1.0,TARGET_1,p10,1,5784939,0,8908,1,,target
1352,p10_1,41,4.0,3.0,34,6,1776,236,3092,DISTRACTOR,10.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,727.3,168.4,10000.0,5938180,1.0,0.27,1.0,TARGET_1,p10,1,5939956,0,8999,3,1.0,target
1371,p10_1,41,4.0,3.0,34,25,6921,342,2170,DISTRACTOR,29.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,311.1,653.1,10000.0,5938180,1.0,0.31,2.0,TARGET_2,p10,1,5945101,0,9018,3,2.0,target
1389,p10_1,42,4.0,3.0,38,9,2302,250,2366,DISTRACTOR,25.0,3.0,TARGET_3,1.0,TARGET_3,4.0,1.0,0.0,1.0,2.0,412.4,330.1,10000.0,5964861,1.0,0.89,3.0,TARGET_3,p10,1,5967163,0,9036,3,1.0,target
1391,p10_1,42,4.0,3.0,38,11,2906,224,2272,TARGET_3,3.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,776.5,357.0,10000.0,5964861,1.0,0.22,1.0,TARGET_1,p10,1,5967767,0,9038,3,2.0,target
1394,p10_1,42,4.0,3.0,38,14,3717,223,2166,,41.0,2.0,TARGET_2,1.0,TARGET_2,4.0,1.0,0.0,1.0,2.0,361.9,466.8,10000.0,5964861,1.0,0.25,2.0,TARGET_2,p10,1,5968578,0,9041,3,3.0,target
1535,p10_1,46,4.0,3.0,33,12,3007,415,2376,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,311.0,280.9,10000.0,6064898,1.0,0.55,1.0,TARGET_1,p10,1,6067905,0,9182,3,1.0,target
1539,p10_1,46,4.0,3.0,33,16,4320,167,2328,,,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,805.1,293.2,10000.0,6064898,1.0,0.79,2.0,TARGET_2,p10,1,6069218,0,9186,3,2.0,target
1569,p10_1,47,4.0,3.0,34,13,3368,175,2145,DISTRACTOR,22.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,761.1,228.2,10000.0,6090974,0.0,0.74,1.0,TARGET_1,p10,1,6094342,0,9216,2,1.0,target
1577,p10_1,47,4.0,3.0,34,21,6026,493,1939,DISTRACTOR,29.0,3.0,TARGET_3,1.0,,1.0,1.0,0.0,1.0,1.0,377.1,402.2,10000.0,6090974,0.0,0.66,3.0,TARGET_3,p10,1,6097000,0,9224,2,2.0,target
1700,p10_1,51,4.0,1.0,40,9,1867,359,2650,DISTRACTOR,27.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,724.3,161.3,10000.0,6187677,1.0,0.45,1.0,TARGET_1,p10,1,6189544,0,9347,1,,target
1740,p10_1,52,4.0,1.0,36,9,2422,154,1805,DISTRACTOR,9.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,656.5,219.3,10000.0,6216649,1.0,0.55,1.0,TARGET_1,p10,1,6219071,0,9387,1,,target
1823,p10_1,54,4.0,3.0,32,17,5522,222,1705,DISTRACTOR,23.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,736.9,343.4,10000.0,6266574,0.0,0.63,2.0,TARGET_2,p10,1,6272096,0,9470,1,1.0,target
1887,p10_1,56,4.0,2.0,32,10,2899,444,2720,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,611.2,277.9,10000.0,6322832,1.0,0.64,1.0,TARGET_1,p10,1,6325731,0,9534,2,1.0,target
1895,p10_1,56,4.0,2.0,32,18,4994,420,1983,DISTRACTOR,5.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,500.3,530.6,10000.0,6322832,1.0,0.63,2.0,TARGET_2,p10,1,6327826,0,9542,2,2.0,target
2004,p10_1,59,5.0,2.0,37,23,5995,190,2378,DISTRACTOR,29.0,1.0,TARGET_1,2.0,DISTRACTOR,3.0,2.0,3.0,1.0,1.0,541.6,112.8,10000.0,6449249,0.0,0.04,1.0,TARGET_1,p10,1,6455244,1,9651,1,,target
2029,p10_1,60,5.0,3.0,36,11,2312,389,1842,DISTRACTOR,15.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,733.9,101.6,10000.0,6473833,1.0,0.59,2.0,TARGET_2,p10,1,6476145,0,9676,3,1.0,target
2043,p10_1,60,5.0,3.0,36,25,6328,194,1523,,62.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,569.9,588.9,10000.0,6473833,1.0,0.97,1.0,TARGET_1,p10,1,6480161,0,9690,3,2.0,target
2141,p10_1,63,5.0,3.0,34,20,5755,335,1906,DISTRACTOR,18.0,3.0,TARGET_3,1.0,TARGET_3,4.0,1.0,0.0,1.0,3.0,792.6,630.6,10000.0,6552168,1.0,0.89,3.0,TARGET_3,p10,1,6557923,0,9788,3,1.0,target
2160,p10_1,64,5.0,1.0,37,5,1086,371,2225,,54.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,479.6,169.3,10000.0,6577390,1.0,0.18,1.0,TARGET_1,p10,1,6578476,0,9807,1,,target
2246,p10_1,66,5.0,2.0,36,14,4450,156,2250,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,486.9,650.2,10000.0,6629023,1.0,0.21,2.0,TARGET_2,p10,1,6633473,0,9893,2,1.0,target
2314,p10_1,68,5.0,1.0,26,16,4999,248,1520,,,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,726.9,416.4,10000.0,6679677,1.0,0.19,1.0,TARGET_1,p10,1,6684676,0,9961,1,,target
2316,p10_1,68,5.0,1.0,26,18,6458,171,1313,DISTRACTOR,22.0,1.0,TARGET_1,2.0,TARGET_1,3.0,2.0,16.0,1.0,2.0,695.4,405.2,10000.0,6679677,1.0,0.95,1.0,TARGET_1,p10,1,6686135,1,9963,1,,target
2367,p10_1,70,5.0,1.0,37,8,1915,233,2156,DISTRACTOR,29.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,659.5,167.6,10000.0,6727663,1.0,0.24,1.0,TARGET_1,p10,1,6729578,0,10014,1,,target
2416,p10_1,71,5.0,2.0,35,20,5558,307,1762,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,260.9,462.5,10000.0,6750900,0.0,0.76,1.0,TARGET_1,p10,1,6756458,0,10063,1,1.0,target
2476,p10_1,73,5.0,1.0,34,4,1430,446,2152,DISTRACTOR,2.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,325.1,97.6,10000.0,6807824,1.0,0.97,1.0,TARGET_1,p10,1,6809254,0,10123,1,,target
2517,p10_1,74,5.0,2.0,35,11,2029,191,1510,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,316.5,223.9,10000.0,6831567,1.0,0.61,2.0,TARGET_2,p10,1,6833596,0,10164,2,1.0,target
2529,p10_1,74,5.0,2.0,35,23,6433,228,1299,DISTRACTOR,12.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,388.6,585.3,10000.0,6831567,1.0,0.95,1.0,TARGET_1,p10,1,6838000,0,10176,2,2.0,target
2598,p10_1,76,5.0,3.0,32,19,5295,162,1833,,85.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,689.4,362.3,10000.0,6879853,0.0,0.97,2.0,TARGET_2,p10,1,6885148,0,10245,1,1.0,target
2669,p10_2,6,2.0,2.0,37,18,5391,320,1764,DISTRACTOR,17.0,1.0,TARGET_1,,,3.0,1.0,0.0,1.0,1.0,484.4,603.2,10000.0,892737,1.0,0.33,1.0,TARGET_1,p10,2,898128,0,77698,2,1.0,target
2703,p10_2,7,2.0,1.0,39,15,3936,304,1835,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,599.3,284.6,10000.0,917620,1.0,0.34,1.0,TARGET_1,p10,2,921556,0,77732,1,,target
2742,p10_2,8,2.0,3.0,38,15,3386,310,1655,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,437.0,366.8,10000.0,942030,1.0,0.68,2.0,TARGET_2,p10,2,945416,0,77771,3,1.0,target
2745,p10_2,8,2.0,3.0,38,18,4157,277,1861,DISTRACTOR,17.0,2.0,TARGET_2,,,2.0,2.0,15.0,1.0,1.0,426.0,370.3,10000.0,942030,1.0,0.58,2.0,TARGET_2,p10,2,946187,1,77774,3,,target
2749,p10_2,8,2.0,3.0,38,22,5141,234,1819,DISTRACTOR,18.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,252.1,546.3,10000.0,942030,1.0,0.55,1.0,TARGET_1,p10,2,947171,0,77778,3,2.0,target
2814,p10_2,10,2.0,2.0,39,11,2273,179,2102,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,618.0,240.0,10000.0,990121,0.0,0.59,2.0,TARGET_2,p10,2,992394,0,77843,1,1.0,target
2890,p10_2,12,2.0,1.0,39,11,2433,387,1745,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,426.9,280.6,10000.0,1038879,1.0,0.5,1.0,TARGET_1,p10,2,1041312,0,77919,1,,target
2947,p10_2,13,2.0,2.0,41,29,6821,130,1987,DISTRACTOR,9.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,788.3,663.5,10000.0,1062775,1.0,0.39,2.0,TARGET_2,p10,2,1069596,0,77976,2,1.0,target
2978,p10_2,14,2.0,1.0,37,19,5545,193,1502,DISTRACTOR,19.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,570.3,597.1,10000.0,1086581,1.0,0.97,1.0,TARGET_1,p10,2,1092126,0,78007,1,,target
3005,p10_2,15,2.0,2.0,32,9,4404,427,2134,DISTRACTOR,18.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,703.9,178.2,10000.0,1111331,1.0,0.63,2.0,TARGET_2,p10,2,1115735,0,78034,2,1.0,target
3035,p10_2,16,2.0,3.0,26,7,1705,176,1945,DISTRACTOR,24.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,779.3,113.1,8800.0,1135353,1.0,0.1,3.0,TARGET_3,p10,2,1137058,0,78064,3,1.0,target
3050,p10_2,16,2.0,3.0,26,22,5035,153,2054,DISTRACTOR,18.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,401.4,423.2,8800.0,1135353,1.0,0.77,2.0,TARGET_2,p10,2,1140388,0,78079,3,2.0,target
3065,p10_2,17,2.0,2.0,41,11,2189,163,1676,DISTRACTOR,17.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,251.5,250.2,10000.0,1157811,1.0,0.65,1.0,TARGET_1,p10,2,1160000,0,78094,2,1.0,target
3073,p10_2,17,2.0,2.0,41,19,4294,272,1664,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,614.4,484.1,10000.0,1157811,1.0,0.55,2.0,TARGET_2,p10,2,1162105,0,78102,2,2.0,target
3141,p10_2,19,2.0,2.0,34,6,1893,214,1627,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,400.8,168.6,10000.0,1205770,1.0,0.75,1.0,TARGET_1,p10,2,1207663,0,78170,2,1.0,target
3152,p10_2,19,2.0,2.0,34,17,4690,294,1564,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,368.7,545.5,10000.0,1205770,1.0,0.46,2.0,TARGET_2,p10,2,1210460,0,78181,2,2.0,target
3216,p10_2,21,2.0,2.0,39,9,1915,385,1648,,54.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,547.3,288.9,10000.0,1253972,1.0,0.25,1.0,TARGET_1,p10,2,1255887,0,78245,2,1.0,target
3227,p10_2,21,2.0,2.0,39,20,4945,218,1722,DISTRACTOR,9.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,264.6,669.6,10000.0,1253972,1.0,0.94,2.0,TARGET_2,p10,2,1258917,0,78256,2,2.0,target
3269,p10_2,22,2.0,2.0,37,23,6026,460,1541,DISTRACTOR,19.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,242.3,541.2,10000.0,1278979,1.0,0.25,1.0,TARGET_1,p10,2,1285005,0,78298,2,1.0,target
3299,p10_2,23,3.0,3.0,38,16,3485,355,2037,,38.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,285.4,591.7,10000.0,1354363,1.0,0.57,1.0,TARGET_1,p10,2,1357848,0,78328,3,1.0,target
3372,p10_2,25,3.0,3.0,39,14,3760,400,1867,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,263.0,297.5,10000.0,1403197,1.0,0.73,1.0,TARGET_1,p10,2,1406957,0,78401,3,1.0,target
3382,p10_2,25,3.0,3.0,39,24,6397,183,1659,DISTRACTOR,18.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,480.5,637.0,10000.0,1403197,1.0,0.6,3.0,TARGET_3,p10,2,1409594,0,78411,3,2.0,target
3457,p10_2,27,3.0,1.0,35,19,4836,252,1436,,68.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,492.6,593.8,10000.0,1450281,1.0,0.36,1.0,TARGET_1,p10,2,1455117,0,78486,1,,target
3525,p10_2,29,3.0,3.0,19,10,2769,224,2036,,39.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,362.0,351.2,8134.0,1499414,1.0,0.1,2.0,TARGET_2,p10,2,1502183,0,78554,3,1.0,target
3528,p10_2,29,3.0,3.0,19,13,3535,262,1680,DISTRACTOR,24.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,430.8,537.1,8134.0,1499414,1.0,0.32,3.0,TARGET_3,p10,2,1502949,0,78557,3,2.0,target
3532,p10_2,29,3.0,3.0,19,17,4630,407,1643,,79.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,723.2,408.6,8134.0,1499414,1.0,0.19,1.0,TARGET_1,p10,2,1504044,0,78561,3,3.0,target
3540,p10_2,30,3.0,1.0,41,6,1155,194,2141,DISTRACTOR,2.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,489.5,166.3,10000.0,1524567,1.0,0.37,1.0,TARGET_1,p10,2,1525722,0,78569,1,,target
3593,p10_2,31,3.0,2.0,37,18,4845,168,1460,DISTRACTOR,26.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,670.2,464.5,10000.0,1548636,1.0,0.43,1.0,TARGET_1,p10,2,1553481,0,78622,2,1.0,target
3600,p10_2,31,3.0,2.0,37,25,6677,182,1530,DISTRACTOR,14.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,365.6,643.6,10000.0,1548636,1.0,0.38,2.0,TARGET_2,p10,2,1555313,0,78629,2,2.0,target
3635,p10_2,33,3.0,3.0,25,11,2408,254,1666,,,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,550.0,465.6,6318.0,1593908,1.0,0.4,1.0,TARGET_1,p10,2,1596316,0,78664,3,1.0,target
3704,p10_2,35,3.0,2.0,41,14,3556,461,1734,DISTRACTOR,17.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,433.9,285.9,10000.0,1638895,1.0,0.5,2.0,TARGET_2,p10,2,1642451,0,78733,2,1.0,target
3708,p10_2,35,3.0,2.0,41,18,4745,186,1788,DISTRACTOR,7.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,785.2,405.7,10000.0,1638895,1.0,0.31,1.0,TARGET_1,p10,2,1643640,0,78737,2,2.0,target
3742,p10_2,36,3.0,3.0,20,11,2862,202,1662,,,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,671.1,537.5,6058.0,1662548,1.0,0.33,1.0,TARGET_1,p10,2,1665410,0,78771,3,1.0,target
3838,p10_2,39,3.0,3.0,22,10,2018,257,2076,DISTRACTOR,27.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,615.6,335.4,5853.0,1731542,1.0,0.79,2.0,TARGET_2,p10,2,1733560,0,78867,3,1.0,target
