,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order,fixation
71069,p23_1,70,5.0,2.0,44,26,5850,246,2295,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,545.9,481.3,10000.0,2459687,1.0,0.28,1.0,TARGET_1,p23,1,2465537,0,45772,2,2.0,target
71096,p23_1,71,5.0,3.0,35,9,1947,236,1961,DISTRACTOR,28.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,595.1,234.8,10000.0,2483076,1.0,0.24,2.0,TARGET_2,p23,1,2485023,0,45799,3,1.0,target
71104,p23_1,71,5.0,3.0,35,17,3674,135,1799,,,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,408.5,420.3,10000.0,2483076,1.0,0.51,3.0,TARGET_3,p23,1,2486750,0,45807,3,2.0,target
71134,p23_1,72,5.0,2.0,43,12,2237,223,2119,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,546.0,242.1,10000.0,2506244,1.0,0.31,1.0,TARGET_1,p23,1,2508481,0,45837,2,1.0,target
71177,p23_1,73,5.0,2.0,45,12,2600,137,2495,,38.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,260.4,187.5,10000.0,2529966,1.0,0.78,2.0,TARGET_2,p23,1,2532566,0,45880,2,1.0,target
71310,p23_1,76,5.0,2.0,40,12,2315,168,2500,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,489.7,224.9,10000.0,2600175,1.0,0.41,1.0,TARGET_1,p23,1,2602490,0,46013,2,1.0,target
71316,p23_1,76,5.0,2.0,40,18,3764,208,2265,DISTRACTOR,14.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,715.9,290.2,10000.0,2600175,1.0,0.25,2.0,TARGET_2,p23,1,2603939,0,46019,2,2.0,target
71356,p23_2,5,2.0,1.0,42,18,4135,224,2277,DISTRACTOR,2.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,608.1,294.3,10000.0,396742,1.0,0.21,1.0,TARGET_1,p23,2,400877,0,109549,1,,target
71443,p23_2,7,2.0,2.0,41,21,4640,187,2054,DISTRACTOR,8.0,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,789.1,406.0,10000.0,443632,1.0,0.36,2.0,TARGET_2,p23,2,448272,0,109636,1,1.0,target
71559,p23_2,10,2.0,2.0,43,9,1928,182,2251,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,488.6,216.7,10000.0,514335,1.0,0.64,2.0,TARGET_2,p23,2,516263,0,109752,2,1.0,target
71561,p23_2,10,2.0,2.0,43,11,2387,144,2259,DISTRACTOR,16.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,9.0,1.0,1.0,498.7,215.1,10000.0,514335,1.0,0.86,2.0,TARGET_2,p23,2,516722,1,109754,2,,target
71626,p23_2,11,2.0,1.0,46,33,6712,177,2344,DISTRACTOR,10.0,1.0,TARGET_1,2.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,481.5,587.9,10000.0,537711,1.0,0.21,1.0,TARGET_1,p23,2,544423,0,109819,1,,target
71646,p23_2,12,2.0,3.0,35,7,1206,313,2326,DISTRACTOR,17.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,804.4,102.3,10000.0,561426,1.0,0.87,3.0,TARGET_3,p23,2,562632,0,109839,3,1.0,target
71648,p23_2,12,2.0,3.0,35,9,1808,142,2324,TARGET_3,3.0,1.0,TARGET_1,,,3.0,2.0,3.0,1.0,1.0,294.4,136.6,10000.0,561426,1.0,0.83,1.0,TARGET_1,p23,2,563234,1,109841,3,,target
71666,p23_2,12,2.0,3.0,35,27,5487,196,2067,DISTRACTOR,30.0,2.0,TARGET_2,2.0,TARGET_2,5.0,2.0,25.0,1.0,2.0,403.8,396.4,10000.0,561426,1.0,0.88,2.0,TARGET_2,p23,2,566913,1,109859,3,,target
71745,p23_2,14,2.0,1.0,41,25,5883,204,1821,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,549.4,592.0,10000.0,608260,1.0,0.26,1.0,TARGET_1,p23,2,614143,0,109938,1,,target
71747,p23_2,14,2.0,1.0,41,27,6274,187,1743,DISTRACTOR,20.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,25.0,1.0,1.0,561.2,590.6,10000.0,608260,1.0,0.66,1.0,TARGET_1,p23,2,614534,1,109940,1,,target
71787,p23_2,15,2.0,1.0,45,26,5407,288,2093,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,487.2,463.5,10000.0,633948,1.0,0.4,1.0,TARGET_1,p23,2,639355,0,109980,1,,target
71812,p23_2,16,2.0,3.0,44,6,1142,137,2138,DISTRACTOR,7.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,367.5,145.6,10000.0,659073,1.0,0.99,1.0,TARGET_1,p23,2,660215,0,110005,3,1.0,target
71814,p23_2,16,2.0,3.0,44,8,1467,169,2167,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,6.0,1.0,1.0,379.7,156.8,10000.0,659073,1.0,0.84,1.0,TARGET_1,p23,2,660540,1,110007,3,,target
71816,p23_2,16,2.0,3.0,44,10,2036,197,2331,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,678.6,170.0,10000.0,659073,1.0,0.58,2.0,TARGET_2,p23,2,661109,0,110009,3,2.0,target
71818,p23_2,16,2.0,3.0,44,12,2396,133,2333,DISTRACTOR,28.0,2.0,TARGET_2,,,2.0,2.0,10.0,1.0,1.0,671.7,166.6,10000.0,659073,1.0,0.41,2.0,TARGET_2,p23,2,661469,1,110011,3,,target
71861,p23_2,17,2.0,3.0,41,11,2277,298,2329,DISTRACTOR,15.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,425.2,161.5,10000.0,682928,1.0,0.44,2.0,TARGET_2,p23,2,685205,0,110054,3,1.0,target
71876,p23_2,17,2.0,3.0,41,26,5862,490,1893,DISTRACTOR,6.0,1.0,TARGET_1,1.0,,3.0,1.0,0.0,1.0,1.0,729.5,473.0,10000.0,682928,1.0,0.26,1.0,TARGET_1,p23,2,688790,0,110069,3,2.0,target
71942,p23_2,19,2.0,2.0,44,9,1936,203,2343,DISTRACTOR,13.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,482.8,161.5,10000.0,729672,1.0,0.43,2.0,TARGET_2,p23,2,731608,0,110135,2,1.0,target
71944,p23_2,19,2.0,2.0,44,11,2355,220,2338,DISTRACTOR,6.0,2.0,TARGET_2,1.0,,2.0,2.0,9.0,1.0,1.0,484.3,155.6,10000.0,729672,1.0,0.63,2.0,TARGET_2,p23,2,732027,1,110137,2,,target
71958,p23_2,19,2.0,2.0,44,25,5571,160,1873,DISTRACTOR,4.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,275.2,461.3,10000.0,729672,1.0,1.01,1.0,TARGET_1,p23,2,735243,0,110151,2,2.0,target
72037,p23_2,21,2.0,3.0,38,18,4372,130,2199,DISTRACTOR,26.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,790.8,405.3,10000.0,777755,0.0,0.42,3.0,TARGET_3,p23,2,782127,0,110230,3,1.0,target
72040,p23_2,21,2.0,3.0,38,21,4923,392,1978,DISTRACTOR,25.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,313.8,516.9,10000.0,777755,0.0,0.7,2.0,TARGET_2,p23,2,782678,0,110233,3,2.0,target
72062,p23_2,22,2.0,1.0,40,5,1020,407,2027,,61.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,489.8,153.9,10000.0,801158,1.0,0.74,1.0,TARGET_1,p23,2,802178,0,110255,1,,target
72180,p23_2,25,3.0,2.0,32,13,2926,278,2553,DISTRACTOR,14.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,404.9,295.2,7262.0,909792,1.0,0.58,2.0,TARGET_2,p23,2,912718,0,110373,2,1.0,target
72203,p23_2,26,3.0,2.0,37,4,1067,248,2527,,81.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,768.2,124.0,8386.0,930757,1.0,0.58,1.0,TARGET_1,p23,2,931824,0,110396,2,1.0,target
72247,p23_2,27,3.0,1.0,32,11,2364,207,2686,DISTRACTOR,6.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,590.0,231.2,7680.0,954417,1.0,0.42,1.0,TARGET_1,p23,2,956781,0,110440,1,,target
72279,p23_2,28,3.0,3.0,38,11,2057,495,2660,DISTRACTOR,27.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,746.6,180.6,8365.0,975390,1.0,0.85,2.0,TARGET_2,p23,2,977447,0,110472,3,1.0,target
72284,p23_2,28,3.0,3.0,38,16,3509,147,2447,DISTRACTOR,19.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,265.2,305.5,8365.0,975390,1.0,0.87,1.0,TARGET_1,p23,2,978899,0,110477,3,2.0,target
72499,p23_2,34,3.0,1.0,42,10,1734,123,2478,DISTRACTOR,14.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,458.1,177.8,10000.0,1109155,1.0,0.83,1.0,TARGET_1,p23,2,1110889,0,110692,1,,target
72557,p23_2,35,3.0,2.0,38,26,5704,245,1880,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,431.9,483.2,9269.0,1135183,1.0,0.46,2.0,TARGET_2,p23,2,1140887,0,110750,2,1.0,target
72578,p23_2,36,3.0,2.0,42,9,1673,231,2470,DISTRACTOR,18.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,733.9,173.2,9166.0,1159969,1.0,0.4,1.0,TARGET_1,p23,2,1161642,0,110771,1,1.0,target
72618,p23_2,37,3.0,3.0,34,7,1251,204,2700,,78.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,625.8,165.1,7441.0,1183143,1.0,0.86,3.0,TARGET_3,p23,2,1184394,0,110811,3,1.0,target
72694,p23_2,39,3.0,3.0,25,15,3075,265,2267,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,239.2,354.5,6275.0,1224296,1.0,0.1,2.0,TARGET_2,p23,2,1227371,0,110887,2,1.0,target
72745,p23_2,41,4.0,3.0,26,7,1421,142,2548,DISTRACTOR,5.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,635.9,283.7,6102.0,1310964,1.0,0.95,2.0,TARGET_2,p23,2,1312385,0,110938,3,1.0,target
72812,p23_2,43,4.0,2.0,37,7,1796,198,2344,DISTRACTOR,22.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,244.3,228.4,9036.0,1354936,1.0,0.21,1.0,TARGET_1,p23,2,1356732,0,111005,2,1.0,target
72831,p23_2,43,4.0,2.0,37,26,6016,249,2334,DISTRACTOR,19.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,580.2,485.1,9036.0,1354936,1.0,0.83,2.0,TARGET_2,p23,2,1360952,0,111024,2,2.0,target
72850,p23_2,44,4.0,2.0,42,8,1454,236,2668,DISTRACTOR,23.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,724.2,162.5,9327.0,1377061,1.0,0.4,2.0,TARGET_2,p23,2,1378515,0,111043,2,1.0,target
72896,p23_2,45,4.0,2.0,32,12,2747,205,2588,DISTRACTOR,24.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,591.9,224.5,8357.0,1401562,1.0,0.47,2.0,TARGET_2,p23,2,1404309,0,111089,2,1.0,target
72932,p23_2,46,4.0,2.0,45,16,3370,159,2184,DISTRACTOR,29.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,590.0,346.4,9908.0,1423180,1.0,0.48,2.0,TARGET_2,p23,2,1426550,0,111125,2,1.0,target
72936,p23_2,46,4.0,2.0,45,20,4093,257,2197,DISTRACTOR,29.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,16.0,1.0,1.0,582.1,345.1,9908.0,1423180,1.0,0.74,2.0,TARGET_2,p23,2,1427273,1,111129,2,,target
72938,p23_2,46,4.0,2.0,45,22,4679,187,1991,DISTRACTOR,24.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,777.6,406.3,9908.0,1423180,1.0,0.3,1.0,TARGET_1,p23,2,1427859,0,111131,2,2.0,target
73024,p23_2,48,4.0,2.0,39,26,5670,234,2139,DISTRACTOR,13.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,232.2,543.7,9177.0,1467562,1.0,0.47,1.0,TARGET_1,p23,2,1473232,0,111217,2,1.0,target
73057,p23_2,49,4.0,3.0,32,20,3876,292,2338,DISTRACTOR,13.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,2.0,2.0,1.0,1.0,419.3,349.9,7616.0,1493486,1.0,0.17,2.0,TARGET_2,p23,2,1497362,1,111250,3,,target
73159,p23_2,52,4.0,1.0,43,15,2721,139,2586,DISTRACTOR,30.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,638.7,218.6,9219.0,1559591,0.0,0.95,1.0,TARGET_1,p23,2,1562312,0,111352,1,,target
73231,p23_2,54,4.0,3.0,31,6,1147,206,2360,,59.0,3.0,TARGET_3,2.0,,1.0,1.0,0.0,1.0,1.0,409.9,165.9,7163.0,1604627,1.0,0.5,3.0,TARGET_3,p23,2,1605774,0,111424,3,1.0,target
73240,p23_2,54,4.0,3.0,31,15,3325,201,2282,DISTRACTOR,23.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,614.7,344.4,7163.0,1604627,1.0,0.54,2.0,TARGET_2,p23,2,1607952,0,111433,3,2.0,target
73272,p23_2,55,4.0,2.0,36,16,3462,178,2308,,86.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,771.3,355.0,7974.0,1625696,1.0,0.36,2.0,TARGET_2,p23,2,1629158,0,111465,2,1.0,target
73340,p23_2,57,4.0,3.0,27,14,3126,121,2277,,69.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,797.5,284.3,6326.0,1668148,1.0,0.62,1.0,TARGET_1,p23,2,1671274,0,111533,3,1.0,target
73360,p23_2,58,4.0,1.0,38,7,1283,156,2524,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,711.6,113.2,8026.0,1687697,1.0,0.36,1.0,TARGET_1,p23,2,1688980,0,111553,1,,target
73484,p23_2,61,5.0,3.0,35,19,3915,177,2426,,39.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,347.2,370.3,7725.0,1800885,0.0,0.75,2.0,TARGET_2,p23,2,1804800,0,111677,3,1.0,target
73487,p23_2,61,5.0,3.0,35,22,4707,173,2264,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,714.8,416.3,7725.0,1800885,0.0,0.26,1.0,TARGET_1,p23,2,1805592,0,111680,3,2.0,target
73547,p23_2,63,5.0,1.0,36,12,2381,208,2357,DISTRACTOR,18.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,426.8,313.0,8126.0,1847615,1.0,0.67,1.0,TARGET_1,p23,2,1849996,0,111740,1,,target
73654,p23_2,66,5.0,3.0,22,12,2301,173,2356,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,647.7,242.6,5460.0,1911734,1.0,0.57,1.0,TARGET_1,p23,2,1914035,0,111847,1,1.0,target
73769,p23_2,70,5.0,2.0,34,8,1851,142,2625,DISTRACTOR,28.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,544.7,308.1,7866.0,1993158,1.0,0.48,1.0,TARGET_1,p23,2,1995009,0,111962,2,1.0,target
73974,p24_1,5,2.0,2.0,33,13,3278,184,1913,DISTRACTOR,26.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,483.6,545.1,8076.0,3716036,1.0,0.39,1.0,TARGET_1,p24,1,3719314,0,46207,2,1.0,target
74236,p24_1,12,2.0,2.0,38,12,2781,381,1742,,64.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,489.7,298.7,9197.0,3875885,1.0,0.3,2.0,TARGET_2,p24,1,3878666,0,46469,2,1.0,target
74244,p24_1,12,2.0,2.0,38,20,4758,179,1922,DISTRACTOR,4.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,540.5,477.6,9197.0,3875885,1.0,0.13,1.0,TARGET_1,p24,1,3880643,0,46477,2,2.0,target
74246,p24_1,12,2.0,2.0,38,22,5150,181,1958,DISTRACTOR,28.0,1.0,TARGET_1,1.0,,2.0,2.0,20.0,1.0,1.0,534.6,489.1,9197.0,3875885,1.0,0.57,1.0,TARGET_1,p24,1,3881035,1,46479,2,,target
74270,p24_1,13,2.0,3.0,32,8,1485,439,1765,,41.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,307.0,304.7,8293.0,3898920,1.0,0.4,1.0,TARGET_1,p24,1,3900405,0,46503,3,1.0,target
74347,p24_1,15,2.0,2.0,36,20,4724,379,1996,DISTRACTOR,30.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,543.9,121.1,8862.0,3945970,1.0,0.25,1.0,TARGET_1,p24,1,3950694,0,46580,2,1.0,target
74380,p24_1,16,2.0,1.0,38,17,5120,194,2009,,67.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,541.7,675.0,10000.0,3969067,1.0,0.71,1.0,TARGET_1,p24,1,3974187,0,46613,1,,target
74455,p24_1,18,2.0,3.0,38,14,3837,169,1927,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,435.5,372.7,10000.0,4016845,0.0,0.78,1.0,TARGET_1,p24,1,4020682,0,46688,3,1.0,target
74457,p24_1,18,2.0,3.0,38,16,4277,282,1822,DISTRACTOR,30.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,14.0,1.0,1.0,435.0,354.9,10000.0,4016845,0.0,0.44,1.0,TARGET_1,p24,1,4021122,1,46690,3,,target
74463,p24_1,18,2.0,3.0,38,22,5856,190,1910,DISTRACTOR,9.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,483.7,677.4,10000.0,4016845,0.0,0.79,3.0,TARGET_3,p24,1,4022701,0,46696,3,2.0,target
74498,p24_1,19,2.0,1.0,34,19,4620,269,1781,DISTRACTOR,19.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,676.4,158.2,8784.0,4040998,1.0,0.71,1.0,TARGET_1,p24,1,4045618,0,46731,1,,target
74521,p24_1,20,2.0,3.0,34,8,1698,282,1987,DISTRACTOR,18.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,368.7,435.2,8295.0,4068415,1.0,0.76,3.0,TARGET_3,p24,1,4070113,0,46754,3,1.0,target
74551,p24_1,21,2.0,3.0,36,4,1090,186,1836,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,358.7,522.4,9375.0,4090659,1.0,0.4,2.0,TARGET_2,p24,1,4091749,0,46784,2,1.0,target
74554,p24_1,21,2.0,3.0,36,7,1891,172,1882,DISTRACTOR,30.0,2.0,TARGET_2,2.0,TARGET_2,3.0,2.0,4.0,1.0,2.0,380.6,546.8,9375.0,4090659,1.0,0.75,2.0,TARGET_2,p24,1,4092550,1,46787,2,,target
74591,p24_1,22,2.0,2.0,39,8,1877,197,1881,DISTRACTOR,30.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,291.8,608.6,9901.0,4115270,1.0,0.61,1.0,TARGET_1,p24,1,4117147,0,46824,2,1.0,target
74610,p24_1,22,2.0,2.0,39,27,6628,400,1764,,72.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,619.5,361.9,9901.0,4115270,1.0,0.65,2.0,TARGET_2,p24,1,4121898,0,46843,2,2.0,target
74701,p24_1,25,3.0,3.0,33,9,2023,278,1747,DISTRACTOR,20.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,287.1,647.0,7845.0,4283369,1.0,0.55,2.0,TARGET_2,p24,1,4285392,0,46934,3,1.0,target
74712,p24_1,25,3.0,3.0,33,20,4714,247,1771,DISTRACTOR,21.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,470.9,122.4,7845.0,4283369,1.0,0.47,3.0,TARGET_3,p24,1,4288083,0,46945,3,2.0,target
74752,p24_1,26,3.0,1.0,37,27,6813,185,1931,DISTRACTOR,17.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,721.6,345.1,10000.0,4316883,1.0,0.3,1.0,TARGET_1,p24,1,4323696,0,46985,1,,target
74788,p24_1,27,3.0,3.0,38,26,6226,257,2079,DISTRACTOR,9.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,665.4,235.0,10000.0,4341661,0.0,0.12,2.0,TARGET_2,p24,1,4347887,0,47021,3,1.0,target
74829,p24_1,28,3.0,2.0,39,29,6647,162,2067,DISTRACTOR,3.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,659.8,592.2,10000.0,4366266,1.0,0.1,1.0,TARGET_1,p24,1,4372913,0,47062,2,1.0,target
74848,p24_1,29,3.0,3.0,31,9,2114,419,1904,,41.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,341.2,163.5,9376.0,4390141,1.0,0.78,1.0,TARGET_1,p24,1,4392255,0,47081,3,1.0,target
74863,p24_1,29,3.0,3.0,31,24,6240,222,1979,,,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,652.1,523.4,9376.0,4390141,1.0,0.49,3.0,TARGET_3,p24,1,4396381,0,47096,3,2.0,target
74876,p24_1,30,3.0,2.0,40,6,1540,120,1681,DISTRACTOR,14.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,353.4,591.0,10000.0,4413343,1.0,0.31,1.0,TARGET_1,p24,1,4414883,0,47109,2,1.0,target
74893,p24_1,30,3.0,2.0,40,23,5725,305,1923,DISTRACTOR,19.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,596.8,282.3,10000.0,4413343,1.0,0.44,2.0,TARGET_2,p24,1,4419068,0,47126,2,2.0,target
74965,p24_1,32,3.0,1.0,37,21,4809,154,1635,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,610.3,300.0,9689.0,4469649,0.0,0.35,1.0,TARGET_1,p24,1,4474458,0,47198,1,,target
75030,p24_1,34,3.0,2.0,42,15,3259,183,1480,DISTRACTOR,13.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,412.8,409.9,9945.0,4517525,1.0,0.34,2.0,TARGET_2,p24,1,4520784,0,47263,2,1.0,target
75032,p24_1,34,3.0,2.0,42,17,3634,245,1608,DISTRACTOR,13.0,2.0,TARGET_2,1.0,,2.0,2.0,15.0,1.0,1.0,413.0,415.7,9945.0,4517525,1.0,0.31,2.0,TARGET_2,p24,1,4521159,1,47265,2,,target
75134,p24_1,37,3.0,1.0,37,6,1325,363,1376,DISTRACTOR,23.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,304.6,107.8,9105.0,4587338,1.0,0.23,1.0,TARGET_1,p24,1,4588663,0,47367,1,,target
75136,p24_1,37,3.0,1.0,37,8,1926,142,1574,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,2.0,6.0,1.0,1.0,312.7,118.0,9105.0,4587338,1.0,0.38,1.0,TARGET_1,p24,1,4589264,1,47369,1,,target
75251,p24_1,40,3.0,2.0,34,16,3961,150,1824,DISTRACTOR,29.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,492.4,255.1,8858.0,4659533,1.0,0.81,1.0,TARGET_1,p24,1,4663494,0,47484,2,1.0,target
75253,p24_1,40,3.0,2.0,34,18,4368,295,1989,DISTRACTOR,14.0,1.0,TARGET_1,,,2.0,2.0,16.0,1.0,1.0,484.4,238.3,8858.0,4659533,1.0,0.17,1.0,TARGET_1,p24,1,4663901,1,47486,2,,target
75281,p24_1,41,4.0,3.0,31,12,3147,208,2034,DISTRACTOR,6.0,2.0,TARGET_2,1.0,TARGET_3,1.0,1.0,0.0,1.0,1.0,363.5,496.6,7761.0,4752972,1.0,0.77,2.0,TARGET_2,p24,1,4756119,0,47514,3,1.0,target
75282,p24_1,41,4.0,3.0,31,13,3391,218,1893,TARGET_2,2.0,3.0,TARGET_3,1.0,,2.0,1.0,0.0,1.0,1.0,409.6,359.9,7761.0,4752972,1.0,0.46,3.0,TARGET_3,p24,1,4756363,0,47515,3,2.0,target
75284,p24_1,41,4.0,3.0,31,15,3846,174,1826,,57.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,2.0,13.0,1.0,1.0,428.9,358.9,7761.0,4752972,1.0,0.28,3.0,TARGET_3,p24,1,4756818,1,47517,3,,target
