,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order
4,p10_1,5,2.0,3.0,39,5,1153,284,2688,DISTRACTOR,24.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,366.1,166.4,10000.0,4910485,0.0,0.3,1.0,TARGET_1,p10,1,4911638,0,7651,2,1
24,p10_1,5,2.0,3.0,39,25,6287,439,2634,DISTRACTOR,14.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,676.4,543.8,10000.0,4910485,0.0,0.6,3.0,TARGET_3,p10,1,4916772,0,7671,2,2
80,p10_1,7,2.0,3.0,38,4,1220,160,2375,DISTRACTOR,18.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,748.7,178.0,10000.0,4957479,0.0,0.92,3.0,TARGET_3,p10,1,4958699,0,7727,2,1
97,p10_1,7,2.0,3.0,38,21,5151,247,2287,,51.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,359.8,524.9,10000.0,4957479,0.0,0.32,2.0,TARGET_2,p10,1,4962630,0,7744,2,2
140,p10_1,8,2.0,2.0,36,26,6842,161,2200,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,250.1,536.5,10000.0,4981140,0.0,0.29,2.0,TARGET_2,p10,1,4987982,0,7787,1,1
243,p10_1,11,2.0,2.0,37,13,3315,174,2562,DISTRACTOR,18.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,588.9,294.6,10000.0,5056362,1.0,0.45,2.0,TARGET_2,p10,1,5059677,0,7890,2,1
354,p10_1,14,2.0,2.0,38,7,2128,200,2990,DISTRACTOR,21.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,237.9,171.3,10000.0,5132079,1.0,0.17,2.0,TARGET_2,p10,1,5134207,0,8001,2,1
511,p10_1,18,2.0,3.0,37,14,3476,218,2240,DISTRACTOR,5.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,665.4,296.4,10000.0,5227816,0.0,0.14,2.0,TARGET_2,p10,1,5231292,0,8158,1,1
547,p10_1,19,2.0,3.0,38,13,3430,346,2763,DISTRACTOR,17.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,499.4,171.3,10000.0,5252282,0.0,0.6,3.0,TARGET_3,p10,1,5255712,0,8194,2,1
554,p10_1,19,2.0,3.0,38,20,5273,171,2106,DISTRACTOR,5.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,455.7,481.6,10000.0,5252282,0.0,0.94,1.0,TARGET_1,p10,1,5257555,0,8201,2,2
629,p10_1,21,2.0,3.0,37,19,4830,325,2264,,,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,810.2,599.3,10000.0,5299533,1.0,0.98,1.0,TARGET_1,p10,1,5304363,0,8276,3,1
738,p10_1,24,3.0,2.0,33,12,2903,561,2907,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,476.9,241.6,10000.0,5429250,1.0,0.32,1.0,TARGET_1,p10,1,5432153,0,8385,2,1
741,p10_1,24,3.0,2.0,33,15,4186,253,2729,DISTRACTOR,14.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,713.0,298.1,10000.0,5429250,1.0,0.34,2.0,TARGET_2,p10,1,5433436,0,8388,2,2
812,p10_1,26,3.0,2.0,37,18,4769,362,1826,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,624.5,475.1,10000.0,5478292,1.0,0.77,1.0,TARGET_1,p10,1,5483061,0,8459,2,1
817,p10_1,26,3.0,2.0,37,23,6096,368,1792,,52.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,315.5,532.05,10000.0,5478292,1.0,0.47,2.0,TARGET_2,p10,1,5484388,0,8464,2,2
845,p10_1,27,3.0,2.0,38,14,3299,426,2121,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,431.2,411.5,10000.0,5502681,0.0,0.33,2.0,TARGET_2,p10,1,5505980,0,8492,1,1
942,p10_1,30,3.0,3.0,37,6,1114,157,1827,DISTRACTOR,30.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,253.1,125.8,10000.0,5577648,1.0,0.56,3.0,TARGET_3,p10,1,5578762,0,8589,3,1
950,p10_1,30,3.0,3.0,37,14,3591,160,1994,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,520.6,234.0,10000.0,5577648,1.0,0.74,2.0,TARGET_2,p10,1,5581239,0,8597,3,2
1029,p10_1,32,3.0,3.0,41,19,4671,159,1632,,,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,370.4,342.2,10000.0,5634732,1.0,0.51,2.0,TARGET_2,p10,1,5639403,0,8676,3,1
1032,p10_1,32,3.0,3.0,41,22,5291,282,1767,DISTRACTOR,12.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,661.8,119.7,10000.0,5634732,1.0,0.2,3.0,TARGET_3,p10,1,5640023,0,8679,3,2
1070,p10_1,33,3.0,2.0,38,19,4569,352,1861,DISTRACTOR,11.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,250.5,466.0,10000.0,5658934,1.0,0.4,2.0,TARGET_2,p10,1,5663503,0,8717,2,1
1077,p10_1,33,3.0,2.0,38,26,6461,521,1899,DISTRACTOR,3.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,662.5,588.55,10000.0,5658934,1.0,0.19,1.0,TARGET_1,p10,1,5665395,0,8724,2,2
1352,p10_1,41,4.0,3.0,34,6,1776,236,3092,DISTRACTOR,10.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,727.3,168.4,10000.0,5938180,1.0,0.27,1.0,TARGET_1,p10,1,5939956,0,8999,3,1
1371,p10_1,41,4.0,3.0,34,25,6921,342,2170,DISTRACTOR,29.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,311.1,653.1,10000.0,5938180,1.0,0.31,2.0,TARGET_2,p10,1,5945101,0,9018,3,2
1389,p10_1,42,4.0,3.0,38,9,2302,250,2366,DISTRACTOR,25.0,3.0,TARGET_3,1.0,TARGET_3,4.0,1.0,0.0,1.0,2.0,412.4,330.1,10000.0,5964861,1.0,0.89,3.0,TARGET_3,p10,1,5967163,0,9036,3,1
1391,p10_1,42,4.0,3.0,38,11,2906,224,2272,TARGET_3,3.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,776.5,357.0,10000.0,5964861,1.0,0.22,1.0,TARGET_1,p10,1,5967767,0,9038,3,2
1394,p10_1,42,4.0,3.0,38,14,3717,223,2166,,41.0,2.0,TARGET_2,1.0,TARGET_2,4.0,1.0,0.0,1.0,2.0,361.9,466.8,10000.0,5964861,1.0,0.25,2.0,TARGET_2,p10,1,5968578,0,9041,3,3
1535,p10_1,46,4.0,3.0,33,12,3007,415,2376,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,311.0,280.9,10000.0,6064898,1.0,0.55,1.0,TARGET_1,p10,1,6067905,0,9182,3,1
1539,p10_1,46,4.0,3.0,33,16,4320,167,2328,,,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,805.1,293.2,10000.0,6064898,1.0,0.79,2.0,TARGET_2,p10,1,6069218,0,9186,3,2
1569,p10_1,47,4.0,3.0,34,13,3368,175,2145,DISTRACTOR,22.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,761.1,228.2,10000.0,6090974,0.0,0.74,1.0,TARGET_1,p10,1,6094342,0,9216,2,1
1577,p10_1,47,4.0,3.0,34,21,6026,493,1939,DISTRACTOR,29.0,3.0,TARGET_3,1.0,,1.0,1.0,0.0,1.0,1.0,377.1,402.2,10000.0,6090974,0.0,0.66,3.0,TARGET_3,p10,1,6097000,0,9224,2,2
1823,p10_1,54,4.0,3.0,32,17,5522,222,1705,DISTRACTOR,23.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,736.9,343.4,10000.0,6266574,0.0,0.63,2.0,TARGET_2,p10,1,6272096,0,9470,1,1
1887,p10_1,56,4.0,2.0,32,10,2899,444,2720,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,611.2,277.9,10000.0,6322832,1.0,0.64,1.0,TARGET_1,p10,1,6325731,0,9534,2,1
1895,p10_1,56,4.0,2.0,32,18,4994,420,1983,DISTRACTOR,5.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,500.3,530.6,10000.0,6322832,1.0,0.63,2.0,TARGET_2,p10,1,6327826,0,9542,2,2
2029,p10_1,60,5.0,3.0,36,11,2312,389,1842,DISTRACTOR,15.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,733.9,101.6,10000.0,6473833,1.0,0.59,2.0,TARGET_2,p10,1,6476145,0,9676,3,1
2043,p10_1,60,5.0,3.0,36,25,6328,194,1523,,62.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,569.9,588.9,10000.0,6473833,1.0,0.97,1.0,TARGET_1,p10,1,6480161,0,9690,3,2
2141,p10_1,63,5.0,3.0,34,20,5755,335,1906,DISTRACTOR,18.0,3.0,TARGET_3,1.0,TARGET_3,4.0,1.0,0.0,1.0,3.0,792.6,630.6,10000.0,6552168,1.0,0.89,3.0,TARGET_3,p10,1,6557923,0,9788,3,1
2246,p10_1,66,5.0,2.0,36,14,4450,156,2250,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,486.9,650.2,10000.0,6629023,1.0,0.21,2.0,TARGET_2,p10,1,6633473,0,9893,2,1
2416,p10_1,71,5.0,2.0,35,20,5558,307,1762,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,260.9,462.5,10000.0,6750900,0.0,0.76,1.0,TARGET_1,p10,1,6756458,0,10063,1,1
2517,p10_1,74,5.0,2.0,35,11,2029,191,1510,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,316.5,223.9,10000.0,6831567,1.0,0.61,2.0,TARGET_2,p10,1,6833596,0,10164,2,1
2529,p10_1,74,5.0,2.0,35,23,6433,228,1299,DISTRACTOR,12.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,388.6,585.3,10000.0,6831567,1.0,0.95,1.0,TARGET_1,p10,1,6838000,0,10176,2,2
2598,p10_1,76,5.0,3.0,32,19,5295,162,1833,,85.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,689.4,362.3,10000.0,6879853,0.0,0.97,2.0,TARGET_2,p10,1,6885148,0,10245,1,1
2669,p10_2,6,2.0,2.0,37,18,5391,320,1764,DISTRACTOR,17.0,1.0,TARGET_1,,,3.0,1.0,0.0,1.0,1.0,484.4,603.2,10000.0,892737,1.0,0.33,1.0,TARGET_1,p10,2,898128,0,77698,2,1
2742,p10_2,8,2.0,3.0,38,15,3386,310,1655,DISTRACTOR,11.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,437.0,366.8,10000.0,942030,1.0,0.68,2.0,TARGET_2,p10,2,945416,0,77771,3,1
2749,p10_2,8,2.0,3.0,38,22,5141,234,1819,DISTRACTOR,18.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,252.1,546.3,10000.0,942030,1.0,0.55,1.0,TARGET_1,p10,2,947171,0,77778,3,2
2814,p10_2,10,2.0,2.0,39,11,2273,179,2102,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,618.0,240.0,10000.0,990121,0.0,0.59,2.0,TARGET_2,p10,2,992394,0,77843,1,1
2947,p10_2,13,2.0,2.0,41,29,6821,130,1987,DISTRACTOR,9.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,788.3,663.5,10000.0,1062775,1.0,0.39,2.0,TARGET_2,p10,2,1069596,0,77976,2,1
3005,p10_2,15,2.0,2.0,32,9,4404,427,2134,DISTRACTOR,18.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,703.9,178.2,10000.0,1111331,1.0,0.63,2.0,TARGET_2,p10,2,1115735,0,78034,2,1
3035,p10_2,16,2.0,3.0,26,7,1705,176,1945,DISTRACTOR,24.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,779.3,113.1,8800.0,1135353,1.0,0.1,3.0,TARGET_3,p10,2,1137058,0,78064,3,1
3050,p10_2,16,2.0,3.0,26,22,5035,153,2054,DISTRACTOR,18.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,401.4,423.2,8800.0,1135353,1.0,0.77,2.0,TARGET_2,p10,2,1140388,0,78079,3,2
3065,p10_2,17,2.0,2.0,41,11,2189,163,1676,DISTRACTOR,17.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,251.5,250.2,10000.0,1157811,1.0,0.65,1.0,TARGET_1,p10,2,1160000,0,78094,2,1
3073,p10_2,17,2.0,2.0,41,19,4294,272,1664,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,614.4,484.1,10000.0,1157811,1.0,0.55,2.0,TARGET_2,p10,2,1162105,0,78102,2,2
3141,p10_2,19,2.0,2.0,34,6,1893,214,1627,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,400.8,168.6,10000.0,1205770,1.0,0.75,1.0,TARGET_1,p10,2,1207663,0,78170,2,1
3152,p10_2,19,2.0,2.0,34,17,4690,294,1564,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,368.7,545.5,10000.0,1205770,1.0,0.46,2.0,TARGET_2,p10,2,1210460,0,78181,2,2
3216,p10_2,21,2.0,2.0,39,9,1915,385,1648,,54.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,547.3,288.9,10000.0,1253972,1.0,0.25,1.0,TARGET_1,p10,2,1255887,0,78245,2,1
3227,p10_2,21,2.0,2.0,39,20,4945,218,1722,DISTRACTOR,9.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,264.6,669.6,10000.0,1253972,1.0,0.94,2.0,TARGET_2,p10,2,1258917,0,78256,2,2
3269,p10_2,22,2.0,2.0,37,23,6026,460,1541,DISTRACTOR,19.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,242.3,541.2,10000.0,1278979,1.0,0.25,1.0,TARGET_1,p10,2,1285005,0,78298,2,1
3299,p10_2,23,3.0,3.0,38,16,3485,355,2037,,38.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,285.4,591.7,10000.0,1354363,1.0,0.57,1.0,TARGET_1,p10,2,1357848,0,78328,3,1
3372,p10_2,25,3.0,3.0,39,14,3760,400,1867,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,263.0,297.5,10000.0,1403197,1.0,0.73,1.0,TARGET_1,p10,2,1406957,0,78401,3,1
3382,p10_2,25,3.0,3.0,39,24,6397,183,1659,DISTRACTOR,18.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,480.5,637.0,10000.0,1403197,1.0,0.6,3.0,TARGET_3,p10,2,1409594,0,78411,3,2
3525,p10_2,29,3.0,3.0,19,10,2769,224,2036,,39.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,362.0,351.2,8134.0,1499414,1.0,0.1,2.0,TARGET_2,p10,2,1502183,0,78554,3,1
3528,p10_2,29,3.0,3.0,19,13,3535,262,1680,DISTRACTOR,24.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,430.8,537.1,8134.0,1499414,1.0,0.32,3.0,TARGET_3,p10,2,1502949,0,78557,3,2
3532,p10_2,29,3.0,3.0,19,17,4630,407,1643,,79.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,723.2,408.6,8134.0,1499414,1.0,0.19,1.0,TARGET_1,p10,2,1504044,0,78561,3,3
3593,p10_2,31,3.0,2.0,37,18,4845,168,1460,DISTRACTOR,26.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,670.2,464.5,10000.0,1548636,1.0,0.43,1.0,TARGET_1,p10,2,1553481,0,78622,2,1
3600,p10_2,31,3.0,2.0,37,25,6677,182,1530,DISTRACTOR,14.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,365.6,643.6,10000.0,1548636,1.0,0.38,2.0,TARGET_2,p10,2,1555313,0,78629,2,2
3635,p10_2,33,3.0,3.0,25,11,2408,254,1666,,,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,550.0,465.6,6318.0,1593908,1.0,0.4,1.0,TARGET_1,p10,2,1596316,0,78664,3,1
3704,p10_2,35,3.0,2.0,41,14,3556,461,1734,DISTRACTOR,17.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,433.9,285.9,10000.0,1638895,1.0,0.5,2.0,TARGET_2,p10,2,1642451,0,78733,2,1
3708,p10_2,35,3.0,2.0,41,18,4745,186,1788,DISTRACTOR,7.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,785.2,405.7,10000.0,1638895,1.0,0.31,1.0,TARGET_1,p10,2,1643640,0,78737,2,2
3742,p10_2,36,3.0,3.0,20,11,2862,202,1662,,,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,671.1,537.5,6058.0,1662548,1.0,0.33,1.0,TARGET_1,p10,2,1665410,0,78771,3,1
3838,p10_2,39,3.0,3.0,22,10,2018,257,2076,DISTRACTOR,27.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,615.6,335.4,5853.0,1731542,1.0,0.79,2.0,TARGET_2,p10,2,1733560,0,78867,3,1
4015,p10_2,45,4.0,2.0,36,7,1751,371,2342,DISTRACTOR,13.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,486.3,156.3,10000.0,1925344,1.0,0.63,2.0,TARGET_2,p10,2,1927095,0,79044,2,1
4023,p10_2,45,4.0,2.0,36,15,4145,366,2051,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,290.2,471.8,10000.0,1925344,1.0,0.41,1.0,TARGET_1,p10,2,1929489,0,79052,2,2
4128,p10_2,48,4.0,3.0,37,8,1432,323,1504,DISTRACTOR,5.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,304.4,169.0,10000.0,1998080,0.0,0.19,3.0,TARGET_3,p10,2,1999512,0,79157,2,1
4134,p10_2,48,4.0,3.0,37,14,3202,419,1274,DISTRACTOR,4.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,798.4,472.1,10000.0,1998080,0.0,0.56,2.0,TARGET_2,p10,2,2001282,0,79163,2,2
4219,p10_2,51,4.0,2.0,41,7,1587,354,1528,DISTRACTOR,27.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,681.1,166.6,10000.0,2065693,1.0,0.7,2.0,TARGET_2,p10,2,2067280,0,79248,2,1
4232,p10_2,51,4.0,2.0,41,20,4919,215,1734,DISTRACTOR,11.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,496.1,546.7,10000.0,2065693,1.0,0.65,1.0,TARGET_1,p10,2,2070612,0,79261,2,2
4360,p10_2,55,4.0,2.0,40,4,1029,208,1354,,81.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,787.3,398.8,10000.0,2165153,1.0,0.56,1.0,TARGET_1,p10,2,2166182,0,79389,2,1
4469,p10_2,58,4.0,3.0,34,15,4326,199,1090,DISTRACTOR,16.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,444.1,474.9,10000.0,2239813,0.0,0.75,2.0,TARGET_2,p10,2,2244139,0,79498,3,1
4472,p10_2,58,4.0,3.0,34,18,5324,220,1400,DISTRACTOR,10.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,554.9,600.7,10000.0,2239813,0.0,0.5,1.0,TARGET_1,p10,2,2245137,0,79501,3,2
4494,p10_2,59,5.0,2.0,38,6,1293,378,2420,DISTRACTOR,18.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,772.7,108.5,10000.0,2331530,0.0,0.37,1.0,TARGET_1,p10,2,2332823,0,79523,1,1
4652,p10_2,63,5.0,3.0,38,11,2400,203,2182,DISTRACTOR,26.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,3.0,263.1,335.7,10000.0,2428712,0.0,0.96,2.0,TARGET_2,p10,2,2431112,0,79681,3,1
4660,p10_2,63,5.0,3.0,38,19,4283,176,2015,DISTRACTOR,19.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,740.6,529.0,10000.0,2428712,0.0,0.65,3.0,TARGET_3,p10,2,2432995,0,79689,3,2
4669,p10_2,63,5.0,3.0,38,28,6700,171,2019,DISTRACTOR,29.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,290.4,494.3,10000.0,2428712,0.0,0.81,1.0,TARGET_1,p10,2,2435412,0,79698,3,3
4695,p10_2,64,5.0,2.0,37,16,4427,135,1913,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,426.0,480.6,10000.0,2452629,1.0,0.27,2.0,TARGET_2,p10,2,2457056,0,79724,2,1
4803,p10_2,67,5.0,3.0,39,4,1188,370,1773,DISTRACTOR,7.0,3.0,TARGET_3,1.0,,2.0,1.0,0.0,1.0,1.0,625.6,158.3,10000.0,2524283,0.0,0.97,3.0,TARGET_3,p10,2,2525471,0,79832,2,1
4848,p10_2,68,5.0,3.0,38,10,2550,238,1673,DISTRACTOR,16.0,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,654.2,222.9,10000.0,2548276,1.0,0.47,1.0,TARGET_1,p10,2,2550826,0,79877,3,1
4853,p10_2,68,5.0,3.0,38,15,3783,410,1863,DISTRACTOR,6.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,471.6,478.7,10000.0,2548276,1.0,0.39,2.0,TARGET_2,p10,2,2552059,0,79882,3,2
4864,p10_2,68,5.0,3.0,38,26,6868,172,2050,DISTRACTOR,12.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,758.1,423.5,10000.0,2548276,1.0,0.88,3.0,TARGET_3,p10,2,2555144,0,79893,3,3
4997,p10_2,72,5.0,3.0,27,8,2032,394,2088,,73.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,669.6,160.1,8718.0,2647493,1.0,0.55,1.0,TARGET_1,p10,2,2649525,0,80026,3,1
5006,p10_2,72,5.0,3.0,27,17,4532,258,1802,,,2.0,TARGET_2,1.0,,3.0,1.0,0.0,1.0,1.0,297.1,553.3,8718.0,2647493,1.0,0.69,2.0,TARGET_2,p10,2,2652025,0,80035,3,2
5140,p10_2,76,5.0,2.0,37,5,1127,406,2277,,78.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,738.7,162.9,10000.0,2741127,0.0,0.69,1.0,TARGET_1,p10,2,2742254,0,80169,1,1
5224,p11_1,6,2.0,2.0,43,16,3125,384,2249,,38.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,316.5,244.0,10000.0,1021456,1.0,0.6,2.0,TARGET_2,p11,1,1024581,0,10474,1,1
5393,p11_1,10,2.0,2.0,40,21,4871,176,2103,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,259.4,454.7,10000.0,1116611,1.0,0.87,2.0,TARGET_2,p11,1,1121482,0,10643,2,1
5402,p11_1,10,2.0,2.0,40,30,6834,240,1854,,,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,664.8,568.7,10000.0,1116611,1.0,0.85,1.0,TARGET_1,p11,1,1123445,0,10652,2,2
5564,p11_1,15,2.0,3.0,38,7,1961,249,2173,,59.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,236.8,128.0,10000.0,1248251,0.0,0.51,3.0,TARGET_3,p11,1,1250212,0,10814,2,1
5573,p11_1,15,2.0,3.0,38,16,3834,164,2094,DISTRACTOR,19.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,673.1,246.7,10000.0,1248251,0.0,0.58,2.0,TARGET_2,p11,1,1252085,0,10823,2,2
5649,p11_1,17,2.0,3.0,40,9,2360,212,2120,DISTRACTOR,25.0,3.0,TARGET_3,2.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,488.5,164.0,10000.0,1295884,1.0,0.41,3.0,TARGET_3,p11,1,1298244,0,10899,2,1
5656,p11_1,17,2.0,3.0,40,16,3974,138,1980,DISTRACTOR,15.0,2.0,TARGET_2,,,3.0,1.0,0.0,1.0,1.0,731.1,227.4,10000.0,1295884,1.0,0.39,2.0,TARGET_2,p11,1,1299858,0,10906,2,2
