,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order
112926,p5_2,23,3.0,3.0,30,14,3614,253,3237,DISTRACTOR,30.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,726.0,433.8,8059.0,7575954,1.0,0.69,1.0,TARGET_1,p5,2,7579568,0,131014,2,1
113070,p5_2,27,3.0,3.0,34,6,1036,393,3098,DISTRACTOR,7.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,670.5,156.9,9255.0,7669685,1.0,0.65,1.0,TARGET_1,p5,2,7670721,0,131158,2,1
113181,p5_2,30,3.0,3.0,33,4,1012,348,3288,,,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,482.2,114.8,8803.0,7743053,1.0,0.03,3.0,TARGET_3,p5,2,7744065,0,131269,3,1
113199,p5_2,30,3.0,3.0,33,22,5663,240,2764,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,800.3,477.8,8803.0,7743053,1.0,0.64,1.0,TARGET_1,p5,2,7748716,0,131287,3,2
113454,p5_2,38,3.0,3.0,38,6,1167,296,3739,DISTRACTOR,21.0,3.0,TARGET_3,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,419.0,200.5,10000.0,7928167,0.0,0.92,3.0,TARGET_3,p5,2,7929334,0,131542,2,1
113589,p5_2,41,4.0,2.0,39,21,4745,174,3794,DISTRACTOR,8.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,288.3,492.8,10000.0,8078016,0.0,0.8,1.0,TARGET_1,p5,2,8082761,0,131677,1,1
113616,p5_2,42,4.0,3.0,23,9,1554,266,3276,,82.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,777.3,121.0,6122.0,8101329,1.0,0.29,3.0,TARGET_3,p5,2,8102883,0,131704,3,1
113621,p5_2,42,4.0,3.0,23,14,3061,389,3347,,,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,301.3,119.5,6122.0,8101329,1.0,0.19,1.0,TARGET_1,p5,2,8104390,0,131709,3,2
113638,p5_2,43,4.0,2.0,36,8,2332,369,3422,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,401.3,175.2,10000.0,8124191,1.0,0.71,1.0,TARGET_1,p5,2,8126523,0,131726,2,1
113651,p5_2,43,4.0,2.0,36,21,5554,453,3237,,51.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,373.9,551.8,10000.0,8124191,1.0,0.73,2.0,TARGET_2,p5,2,8129745,0,131739,2,2
113682,p5_2,44,4.0,2.0,41,16,3614,165,2838,,96.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,798.2,647.4,10000.0,8147934,0.0,0.6,1.0,TARGET_1,p5,2,8151548,0,131770,2,1
113817,p5_2,48,4.0,2.0,38,6,1545,506,3070,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,489.2,112.1,10000.0,8242984,1.0,0.25,2.0,TARGET_2,p5,2,8244529,0,131905,1,1
113952,p5_2,51,4.0,2.0,39,24,5768,240,3042,DISTRACTOR,11.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,766.0,403.0,10000.0,8320034,1.0,0.66,1.0,TARGET_1,p5,2,8325802,0,132040,2,1
113986,p5_2,52,4.0,3.0,32,19,5168,500,3832,DISTRACTOR,21.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,257.4,348.7,8987.0,8343423,1.0,0.56,2.0,TARGET_2,p5,2,8348591,0,132074,3,1
114168,p5_2,57,4.0,2.0,40,19,4835,250,3176,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,796.2,411.6,10000.0,8460681,1.0,0.49,2.0,TARGET_2,p5,2,8465516,0,132256,2,1
114286,p5_2,60,5.0,2.0,38,19,5051,352,3567,DISTRACTOR,14.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,245.6,585.4,10000.0,8594967,1.0,0.32,2.0,TARGET_2,p5,2,8600018,0,132374,1,1
114351,p5_2,62,5.0,2.0,32,9,2463,143,3384,DISTRACTOR,4.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,646.3,191.7,10000.0,8643003,1.0,0.8,2.0,TARGET_2,p5,2,8645466,0,132439,1,1
114400,p5_2,63,5.0,2.0,38,26,6694,240,3523,DISTRACTOR,22.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,437.9,499.1,10000.0,8666872,1.0,1.02,2.0,TARGET_2,p5,2,8673566,0,132488,2,1
114465,p5_2,65,5.0,2.0,40,14,3466,388,3461,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,787.1,430.7,10000.0,8716671,1.0,0.6,1.0,TARGET_1,p5,2,8720137,0,132553,2,1
114540,p5_2,67,5.0,2.0,35,9,2226,360,3374,DISTRACTOR,23.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,684.8,116.4,10000.0,8763248,1.0,0.78,1.0,TARGET_1,p5,2,8765474,0,132628,2,1
114550,p5_2,67,5.0,2.0,35,19,5367,277,3395,DISTRACTOR,7.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,774.3,655.4,10000.0,8763248,1.0,0.27,2.0,TARGET_2,p5,2,8768615,0,132638,2,2
114628,p5_2,69,5.0,2.0,36,22,6162,298,3511,,,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,374.8,657.1,10000.0,8811277,1.0,0.45,2.0,TARGET_2,p5,2,8817439,0,132716,1,1
114682,p5_2,71,5.0,3.0,20,4,1035,403,3098,DISTRACTOR,26.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,674.3,315.0,5943.0,8861054,1.0,0.82,2.0,TARGET_2,p5,2,8862089,0,132770,2,1
114755,p5_2,73,5.0,3.0,36,24,5424,169,2950,DISTRACTOR,30.0,2.0,TARGET_2,,,1.0,1.0,0.0,1.0,1.0,775.7,539.2,8671.0,8904403,1.0,0.28,2.0,TARGET_2,p5,2,8909827,0,132843,3,1
114776,p5_2,74,5.0,3.0,24,9,2109,489,3403,DISTRACTOR,22.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,310.2,249.6,6346.0,8931160,1.0,0.6,3.0,TARGET_3,p5,2,8933269,0,132864,3,1
114830,p5_2,76,5.0,3.0,28,7,1571,380,3290,DISTRACTOR,9.0,1.0,TARGET_1,,,1.0,1.0,0.0,1.0,1.0,244.6,276.7,7880.0,8974341,1.0,0.6,1.0,TARGET_1,p5,2,8975912,0,132918,3,1
114836,p5_2,76,5.0,3.0,28,13,3023,447,2873,DISTRACTOR,29.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,504.2,655.3,7880.0,8974341,1.0,0.76,3.0,TARGET_3,p5,2,8977364,0,132924,3,2
115005,p6_1,8,2.0,3.0,38,14,3285,334,2368,DISTRACTOR,29.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,792.2,304.7,10000.0,12440371,0.0,0.51,2.0,TARGET_2,p6,1,12443656,0,66851,2,1
115008,p6_1,8,2.0,3.0,38,17,4128,134,2299,,56.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,425.1,134.6,10000.0,12440371,0.0,0.73,1.0,TARGET_1,p6,1,12444499,0,66854,2,2
115053,p6_1,9,2.0,2.0,43,24,5471,242,2189,DISTRACTOR,14.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,667.8,346.9,10000.0,12468087,1.0,0.31,2.0,TARGET_2,p6,1,12473558,0,66899,2,1
115058,p6_1,9,2.0,2.0,43,29,6790,208,2335,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,487.5,174.8,10000.0,12468087,1.0,0.19,1.0,TARGET_1,p6,1,12474877,0,66904,2,2
115136,p6_1,11,2.0,3.0,34,18,3436,176,2231,DISTRACTOR,22.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,777.4,238.5,8422.0,12516358,1.0,0.22,1.0,TARGET_1,p6,1,12519794,0,66982,3,1
115143,p6_1,11,2.0,3.0,34,25,4872,164,2221,DISTRACTOR,17.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,735.3,534.3,8422.0,12516358,1.0,0.45,2.0,TARGET_2,p6,1,12521230,0,66989,3,2
115173,p6_1,12,2.0,2.0,38,21,4874,385,2481,DISTRACTOR,14.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,357.6,586.1,10000.0,12541462,1.0,0.31,1.0,TARGET_1,p6,1,12546336,0,67019,2,1
115175,p6_1,12,2.0,2.0,38,23,5826,282,2337,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,600.2,303.2,10000.0,12541462,1.0,0.32,2.0,TARGET_2,p6,1,12547288,0,67021,2,2
115201,p6_1,13,2.0,2.0,43,11,2231,374,2093,DISTRACTOR,21.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,249.5,531.2,10000.0,12569449,0.0,0.27,2.0,TARGET_2,p6,1,12571680,0,67047,1,1
115374,p6_1,17,2.0,2.0,45,7,1543,121,2298,,,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,412.4,432.1,10000.0,12668464,1.0,0.68,2.0,TARGET_2,p6,1,12670007,0,67220,2,1
115399,p6_1,17,2.0,2.0,45,32,6771,145,2248,DISTRACTOR,23.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,728.2,235.5,10000.0,12668464,1.0,0.21,1.0,TARGET_1,p6,1,12675235,0,67245,2,2
115474,p6_1,19,2.0,3.0,36,14,3099,148,2399,DISTRACTOR,16.0,3.0,TARGET_3,2.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,443.7,364.3,9313.0,12716041,1.0,0.81,3.0,TARGET_3,p6,1,12719140,0,67320,3,1
115480,p6_1,19,2.0,3.0,36,20,4345,174,2308,DISTRACTOR,22.0,1.0,TARGET_1,1.0,,1.0,1.0,0.0,1.0,1.0,791.0,362.7,9313.0,12716041,1.0,0.42,1.0,TARGET_1,p6,1,12720386,0,67326,3,2
115611,p6_1,22,2.0,2.0,42,21,4758,236,1974,DISTRACTOR,17.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,622.9,358.5,10000.0,12790022,1.0,0.71,2.0,TARGET_2,p6,1,12794780,0,67457,2,1
115846,p6_1,28,3.0,3.0,32,16,3689,189,2297,,39.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,288.9,313.4,8260.0,12979969,1.0,0.79,1.0,TARGET_1,p6,1,12983658,0,67692,3,1
115853,p6_1,28,3.0,3.0,32,23,5240,175,2195,,,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,768.1,301.9,8260.0,12979969,1.0,0.54,2.0,TARGET_2,p6,1,12985209,0,67699,3,2
115970,p6_1,31,3.0,2.0,48,18,3174,163,1929,DISTRACTOR,18.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,725.6,592.0,10000.0,13050393,1.0,0.13,2.0,TARGET_2,p6,1,13053567,0,67816,2,1
116058,p6_1,33,3.0,3.0,29,14,3050,145,2373,DISTRACTOR,20.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,300.4,298.4,7794.0,13107172,1.0,0.15,1.0,TARGET_1,p6,1,13110222,0,67904,3,1
116065,p6_1,33,3.0,3.0,29,21,4700,380,2179,DISTRACTOR,25.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,646.2,339.7,7794.0,13107172,1.0,0.69,2.0,TARGET_2,p6,1,13111872,0,67911,3,2
116081,p6_1,34,3.0,2.0,49,8,1474,242,2015,DISTRACTOR,16.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,467.9,532.5,10000.0,13128256,1.0,0.48,2.0,TARGET_2,p6,1,13129730,0,67927,2,1
116098,p6_1,34,3.0,2.0,49,25,5051,247,1905,,65.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,594.1,293.4,10000.0,13128256,1.0,0.27,1.0,TARGET_1,p6,1,13133307,0,67944,2,2
116132,p6_1,35,3.0,3.0,32,10,2001,148,1995,DISTRACTOR,18.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,233.9,637.3,8434.0,13152041,1.0,0.62,2.0,TARGET_2,p6,1,13154042,0,67978,3,1
116180,p6_1,36,3.0,2.0,44,26,5815,324,1827,DISTRACTOR,18.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,673.1,459.7,10000.0,13174026,1.0,0.6,2.0,TARGET_2,p6,1,13179841,0,68026,2,1
116203,p6_1,37,3.0,2.0,45,5,1089,201,1743,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,365.1,599.8,10000.0,13198736,1.0,0.22,1.0,TARGET_1,p6,1,13199825,0,68049,2,1
116463,p6_1,43,4.0,3.0,41,6,1108,169,1920,DISTRACTOR,16.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,342.1,658.9,9157.0,13398564,1.0,0.69,3.0,TARGET_3,p6,1,13399672,0,68309,3,1
116470,p6_1,43,4.0,3.0,41,13,2406,156,1974,,63.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,536.9,598.9,9157.0,13398564,1.0,0.24,1.0,TARGET_1,p6,1,13400970,0,68316,3,2
116507,p6_1,44,4.0,2.0,40,9,1507,271,1898,DISTRACTOR,29.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,488.8,225.4,10000.0,13422843,1.0,0.37,1.0,TARGET_1,p6,1,13424350,0,68353,2,1
116511,p6_1,44,4.0,2.0,40,13,2658,356,2089,DISTRACTOR,10.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,719.8,289.4,10000.0,13422843,1.0,0.17,2.0,TARGET_2,p6,1,13425501,0,68357,2,2
116554,p6_1,45,4.0,3.0,36,16,2996,276,1757,DISTRACTOR,7.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,263.1,111.9,8533.0,13447079,1.0,0.69,3.0,TARGET_3,p6,1,13450075,0,68400,3,1
116560,p6_1,45,4.0,3.0,36,22,4484,321,2151,DISTRACTOR,19.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,648.4,235.4,8533.0,13447079,1.0,0.45,2.0,TARGET_2,p6,1,13451563,0,68406,3,2
116642,p6_1,47,4.0,3.0,39,20,4777,204,2039,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,377.5,102.1,10000.0,13496260,0.0,0.66,1.0,TARGET_1,p6,1,13501037,0,68488,2,1
116721,p6_1,49,4.0,3.0,45,17,3108,239,2054,DISTRACTOR,21.0,1.0,TARGET_1,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,413.7,345.8,10000.0,13546372,0.0,0.39,1.0,TARGET_1,p6,1,13549480,0,68567,2,1
116737,p6_1,49,4.0,3.0,45,33,6668,398,1980,DISTRACTOR,17.0,3.0,TARGET_3,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,473.0,655.4,10000.0,13546372,0.0,0.3,3.0,TARGET_3,p6,1,13553040,0,68583,2,2
116857,p6_1,52,4.0,2.0,45,24,5284,166,1943,DISTRACTOR,25.0,2.0,TARGET_2,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,255.7,483.5,10000.0,13621144,1.0,0.56,2.0,TARGET_2,p6,1,13626428,0,68703,2,1
116934,p6_1,54,4.0,2.0,39,15,3288,275,2041,DISTRACTOR,6.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,495.2,224.9,10000.0,13671916,1.0,0.54,1.0,TARGET_1,p6,1,13675204,0,68780,2,1
117017,p6_1,56,4.0,3.0,30,18,3987,219,1688,DISTRACTOR,16.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,779.8,583.4,7804.0,13723548,1.0,0.36,1.0,TARGET_1,p6,1,13727535,0,68863,3,1
117038,p6_1,57,4.0,2.0,42,9,2228,263,1905,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,320.4,535.0,10000.0,13746639,0.0,0.61,2.0,TARGET_2,p6,1,13748867,0,68884,2,1
117052,p6_1,57,4.0,2.0,42,23,5311,134,2098,DISTRACTOR,27.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,626.6,467.3,10000.0,13746639,0.0,0.84,1.0,TARGET_1,p6,1,13751950,0,68898,2,2
117360,p6_1,64,5.0,3.0,42,21,4712,210,2108,DISTRACTOR,11.0,3.0,TARGET_3,1.0,,1.0,1.0,0.0,1.0,1.0,657.5,107.4,10000.0,13978725,0.0,0.27,3.0,TARGET_3,p6,1,13983437,0,69206,3,1
117412,p6_1,65,5.0,2.0,43,31,6661,228,1953,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,462.1,546.6,10000.0,14004073,1.0,0.8,1.0,TARGET_1,p6,1,14010734,0,69258,2,1
117472,p6_1,67,5.0,3.0,43,10,1791,193,2022,DISTRACTOR,14.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,470.8,171.4,10000.0,14051525,0.0,0.39,3.0,TARGET_3,p6,1,14053316,0,69318,3,1
117480,p6_1,67,5.0,3.0,43,18,3534,136,2359,DISTRACTOR,28.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,702.7,254.3,10000.0,14051525,0.0,0.97,2.0,TARGET_2,p6,1,14055059,0,69326,3,2
117517,p6_1,68,5.0,2.0,41,12,3135,159,1727,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,544.8,228.3,10000.0,14077782,1.0,0.22,1.0,TARGET_1,p6,1,14080917,0,69363,2,1
117571,p6_1,69,5.0,3.0,42,25,5389,236,2249,,78.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,705.0,187.0,10000.0,14103442,1.0,0.73,3.0,TARGET_3,p6,1,14108831,0,69417,3,1
117577,p6_1,69,5.0,3.0,42,31,6877,358,2119,DISTRACTOR,17.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,3.0,760.5,463.3,10000.0,14103442,1.0,0.82,1.0,TARGET_1,p6,1,14110319,0,69423,3,2
117687,p6_1,72,5.0,2.0,39,12,2917,346,2258,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,472.2,306.75,10000.0,14178131,1.0,0.55,2.0,TARGET_2,p6,1,14181048,0,69533,2,1
117701,p6_1,72,5.0,2.0,39,26,6525,139,1996,DISTRACTOR,5.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,531.4,485.5,10000.0,14178131,1.0,0.53,1.0,TARGET_1,p6,1,14184656,0,69547,2,2
117781,p6_1,74,5.0,2.0,42,21,4909,381,2056,DISTRACTOR,10.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,779.7,584.5,10000.0,14225396,1.0,0.33,2.0,TARGET_2,p6,1,14230305,0,69627,2,1
117821,p6_1,75,5.0,3.0,32,19,4066,269,1827,DISTRACTOR,25.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,764.3,237.3,7463.0,14249229,1.0,0.61,2.0,TARGET_2,p6,1,14253295,0,69667,3,1
117946,p6_2,6,2.0,2.0,45,23,4578,237,2437,DISTRACTOR,6.0,1.0,TARGET_1,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,481.5,555.8,10000.0,3696440,1.0,0.75,1.0,TARGET_1,p6,2,3701018,0,133172,2,1
118066,p6_2,9,2.0,3.0,35,11,1918,141,2377,DISTRACTOR,4.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,634.0,172.2,8264.0,3767935,1.0,0.96,2.0,TARGET_2,p6,2,3769853,0,133292,3,1
118096,p6_2,10,2.0,3.0,35,6,1238,366,2434,DISTRACTOR,28.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,353.3,279.8,7866.0,3789415,1.0,0.57,2.0,TARGET_2,p6,2,3790653,0,133322,3,1
118289,p6_2,15,2.0,3.0,27,17,3549,157,2182,DISTRACTOR,19.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,426.1,454.7,6678.0,3902402,1.0,0.67,2.0,TARGET_2,p6,2,3905951,0,133515,3,1
118315,p6_2,16,2.0,2.0,47,16,2958,143,2099,DISTRACTOR,9.0,2.0,TARGET_2,2.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,251.1,570.3,10000.0,3923597,1.0,0.88,2.0,TARGET_2,p6,2,3926555,0,133541,2,1
118362,p6_2,17,2.0,2.0,46,16,3124,276,2063,DISTRACTOR,20.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,354.3,541.8,10000.0,3948326,1.0,0.38,2.0,TARGET_2,p6,2,3951450,0,133588,2,1
118416,p6_2,18,2.0,2.0,50,24,4532,136,2182,DISTRACTOR,14.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,353.5,651.0,10000.0,3971701,0.0,0.31,2.0,TARGET_2,p6,2,3976233,0,133642,1,1
118493,p6_2,20,2.0,2.0,44,7,1425,196,2382,DISTRACTOR,28.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,542.7,278.8,10000.0,4018168,1.0,0.52,1.0,TARGET_1,p6,2,4019593,0,133719,2,1
118504,p6_2,20,2.0,2.0,44,18,3849,215,2073,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,254.2,651.4,10000.0,4018168,1.0,0.42,2.0,TARGET_2,p6,2,4022017,0,133730,2,2
118540,p6_2,21,2.0,2.0,46,10,2049,148,2774,DISTRACTOR,14.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,413.0,317.7,10000.0,4041377,1.0,0.87,2.0,TARGET_2,p6,2,4043426,0,133766,2,1
118552,p6_2,21,2.0,2.0,46,22,4559,190,2341,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,778.0,406.5,10000.0,4041377,1.0,0.29,1.0,TARGET_1,p6,2,4045936,0,133778,2,2
118634,p6_2,23,3.0,2.0,48,14,2856,128,2511,,,2.0,TARGET_2,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,588.5,247.2,10000.0,4139218,1.0,0.65,2.0,TARGET_2,p6,2,4142074,0,133860,2,1
118651,p6_2,23,3.0,2.0,48,31,6417,140,2276,DISTRACTOR,26.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,486.9,605.7,10000.0,4139218,1.0,0.44,1.0,TARGET_1,p6,2,4145635,0,133877,2,2
118683,p6_2,24,3.0,2.0,46,15,2900,145,2218,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,478.5,190.1,10000.0,4162795,1.0,0.57,2.0,TARGET_2,p6,2,4165695,0,133909,2,1
118697,p6_2,24,3.0,2.0,46,29,5758,227,2079,DISTRACTOR,16.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,293.7,484.0,10000.0,4162795,1.0,0.45,1.0,TARGET_1,p6,2,4168553,0,133923,2,2
118819,p6_2,27,3.0,2.0,45,12,2335,342,2385,DISTRACTOR,26.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,764.2,420.3,10000.0,4234261,1.0,0.64,2.0,TARGET_2,p6,2,4236596,0,134045,2,1
118837,p6_2,27,3.0,2.0,45,30,6339,196,1994,DISTRACTOR,20.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,247.3,587.5,10000.0,4234261,1.0,0.29,1.0,TARGET_1,p6,2,4240600,0,134063,2,2
118864,p6_2,28,3.0,3.0,38,12,2782,195,2071,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,658.0,248.3,9581.0,4262532,1.0,0.5,1.0,TARGET_1,p6,2,4265314,0,134090,3,1
118873,p6_2,28,3.0,3.0,38,21,5116,136,2014,DISTRACTOR,6.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,460.6,463.5,9581.0,4262532,1.0,0.81,2.0,TARGET_2,p6,2,4267648,0,134099,3,2
118911,p6_2,29,3.0,2.0,44,21,4944,260,2156,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,302.7,540.9,10000.0,4295186,1.0,0.23,2.0,TARGET_2,p6,2,4300130,0,134137,2,1
118943,p6_2,30,3.0,2.0,43,9,1908,144,2166,DISTRACTOR,7.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,783.9,396.3,10000.0,4320367,1.0,0.61,1.0,TARGET_1,p6,2,4322275,0,134169,2,1
118951,p6_2,30,3.0,2.0,43,17,3802,253,1967,,,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,589.8,364.7,10000.0,4320367,1.0,0.55,2.0,TARGET_2,p6,2,4324169,0,134177,2,2
